,Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion
559,30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Histórico Juan Bautista Ambrosetti,San Antonio (Norte) 230,,E2840DTF,3444.0,424 105 INT. 22,museoambrosetti@yahoo.com,,-33.14357,-59.312995,Localización precisa,,DNPyM,Municipal,,2017
560,30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Instituto Magnasco Y Biblioteca Popular Olegario V. Andrade,Camila Nievas 78,,E2822FED,3446.0,427 287,,,-33.0096,-58.5094,Localización precisa,,DNPyM,Privada,1898.0,2017
561,30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Azotea De Lapalma,San Luis 350,,E2820FOH,3446.0,437 028,derudi7@hotmail.com,,-33.0036,-58.5262,Localización precisa,,DNPyM,Municipal,1986.0,2017
562,30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Agricola Regional,Urquiza al Oeste y Ruta 14,,E2820AER,3446.0,426 357,museoagricolasrg@yahoo.com.ar,,-33.0124,-58.6067,Localización precisa,,DNPyM,Privada,2003.0,2017
563,30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Ferroviario Gualeguaychú,Avda. Maestra Piccini Entre Ayacucho y Maipú,,E2822DZK,3446.0,437 034,parqueestacion@hotmail.com,,-33.0176,-58.5198,Localización precisa,,DNPyM,Municipal,2007.0,2017
564,30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Casa De Haedo,San José 105,,E2820EKC,3446.0,437 036,azoteadelapalma@yahoo.com.ar,,-33.007,-58.5121,Localización precisa,,DNPyM,Municipal,1987.0,2017
565,30070040,30,30070,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Municipal De Bellas Artes,Italia 1043,,E3190DNK,3437.0,424 635,,,-30.741127,-59.643546,Localización precisa,,DNPyM,Municipal,1997.0,2017
566,30070040,30,30070,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Regional Municipal Alicia González Castrillón,3 de Febrero y French,,E3190AAB,3437.0,421 265,,,-30.73796,-59.645514,Localización precisa,,DNPyM,Municipal,1972.0,2017
567,30021150,30,30021,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Libertador Norte,Museo Histórico Municipal Dr. Roberto Habenicht,Linares Cardoso 330,,E3103XAF,343.0,491 0082,,,-32.07906,-60.463854,Localización precisa,,DNPyM,Municipal,2000.0,2017
568,30077070,30,30077,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Nogoya,Museo Municipal De Nogoyá,25 de Mayo 687,,E3150AFI,3435.0,423 169,,,-32.402257,-59.78783,Localización precisa,,DNPyM,Municipal,1987.0,2017
569,30084150,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Regional Conrado Hasenauer,Los Tordos (Detrás del Complejo Municipal de Piletas),,E3100XAD,,,,,-31.82817,-60.518265,Localización precisa,,DNPyM,Municipal,,2017
570,30084150,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Carl Sagan Asociación Entrerriana De Astronomía,Complejo Esc. Alberdi - Observatorio Oro Verde,,E3100XAD,343.0,434 0229,,,-31.82817,-60.518265,Localización precisa,,DNPyM,Privada,1986.0,2017
571,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Barrial De Puerto Viejo Y Cuesta Los Vascos,Av. Estrada 1057,,E3100EOA,343.0,422 9871,,,-31.714455,-60.541678,Localización precisa,,DNPyM,,,2017
572,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De La Ciudad Dr. Cesar Blas Pérez Colman,Buenos Aires 226,,E3100BQF,343.0,421 1884,,,-31.7294,-60.5307,Localización precisa,,DNPyM,,,2017
573,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Sitio Santos Domínguez Y Berguria,Monte Caseros y Urquiza,,E3100ACA,343.0,421 8253,,,-31.732574,-60.528563,Localización precisa,,DNPyM,Municipal,,2017
574,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Y Mercado Provincial De Artesanías De Entre Ríos,Urquiza 1239,,E3100FFC,343.0,420 8891,,,-31.7366,-60.517,Localización precisa,,DNPyM,Provincial,,2017
575,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Interactivo De Ciencias Puerto Ciencia,B. Racedo y Pascual Palma,,E3100IDH,343.0,420 2240,,,-31.74596,-60.528707,Localización precisa,,DNPyM,Nacional,,2017
576,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Ciencias Naturales Y Antropológicas Prof. Antonio Serrano,Carlos Gardel 62,,E3100FWB,343.0,420 8894,museoserrano@hotmail.com,,-31.7274,-60.5284,Localización precisa,,DNPyM,Provincial,,2017
577,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Histórico De Entre Ríos Martiniano Leguizamón,Buenos Aires y Laprida,,E3100BQF,343.0,420 7869,museohistorico@gmail.com,,-31.7413,-60.5115,Localización precisa,,DNPyM,Provincial,,2017
578,30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Provincial De Bellas Arte Dr. Pedro E. Martínez,Buenos Aires 355,,E3100BQG,43.0,311527,prensabellasartes@yahoo.com.ar,,-31.7276,-60.53,Localización precisa,,DNPyM,Provincial,1981.0,2017
579,30091100,30,30091,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Rosario del Tala,Museo Municipal Rosario Del Tala,Urquiza 259,,E3174BLE,,,,,-32.301486,-59.137896,Localización precisa,,DNPyM,Municipal,1965.0,2017
580,30008090,30,30008,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San José,Museo Histórico Regional De La Colonia San José,Urquiza 1127,,E3283DHM,3447.0,470 088,museohistorico@ciudad.com.ar,,-32.20197,-58.224486,Localización precisa,,DNPyM,Municipal,1957.0,2017
581,30088020,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo De La Estación,Giacomelli S/N. Estación de San Salvador,,3218,,,,,-31.62796,-58.5041,Localización precisa,,DNPyM,,,2017
582,30088020,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo Del Arroz,San Martín y Manuel Belgrano,,3218,345.0,491 0035,,,-31.623999,-58.507167,Localización precisa,,DNPyM,Municipal,2008.0,2017
583,30084270,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Viale,Museo De La Ciudad,Av. Dr. Martín Panutto Nº 277,,E3109AWC,343.0,492 0011,museo@vialedigital.com.ar,,-31.873865,-60.009923,Localización precisa,,DNPyM,,,2017
584,30113070,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villa Domínguez,Museo Y Archivo Histórico Regional De Las Colonias Judías,San Martín 99,,E3246BAA,3455.0,492 191,,,-31.98512,-58.96297,Localización precisa,,DNPyM,Municipal,1985.0,2017
585,30113080,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo Histórico Regional Municipal,Juan Hermelo 519,,E3240DNK,3455.0,424 222,,,-31.867872,-59.02908,Localización precisa,,DNPyM,Municipal,1982.0,2017
586,30113080,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo De Antropología Indígena Tierra De Minuanes,Caseros 426,,E3240BTR,,,,,-31.869937,-59.027312,Localización precisa,,DNPyM,Municipal,2008.0,2017
587,30098040,30,30098,,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Sala Evocativa De La Ribera,Avda. Paysandú y Spiro,,3260,3442.0,424210,,,-32.487776,-58.232083,Localización precisa,,Gobierno de la Provincia,,,2017
588,30098040,30,30098,,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Yuchan,Galarza y Supremo Entrerriano,,3260,3442.0,441602,juanjorossi@argentina.com,,-32.487776,-58.232083,Localización precisa,,Gobierno de la Provincia,,,2017
589,30084160,30,30084,,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Casa De La Cultura De Entre Ríos,Carbó 194,,3100,343.0,4207901,casaculturaentrerios@yahoo.com.ar,,-31.7373,-60.5317,Localización precisa,,Gobierno de la Provincia,,,2017
590,30084160,30,30084,,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Fototeca De Entre Ríos,Irigoyen 329,,3100,343.0,4030283,info@eduardosegura.com.ar,,-31.7391,-60.5259,Localización precisa,,Gobierno de la Provincia,,,2017
591,34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo De La Policía,Barrio 2 de Abril,,3600,,,,,-26.175324,-58.197289,Localización precisa,,DNPyM,,,2017
592,34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Del Suri,Calle O` Higgins - Barrio San Miguel,,3600,,,,,-26.180813,-58.201477,Localización precisa,,DNPyM,,,2017
593,34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Histórico Y Regional Juan Pablo Duffard,Av. 25 de Mayo 58,,P3600AXN,,,,,-26.181834,-58.165025,Localización precisa,,DNPyM,Provincial,1963.0,2017
594,34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Sacro Cultural Padre Carmelo Sciullo,Barrio Villa del Rosario,,3600,,,,,-26.199295,-58.207721,Localización precisa,,DNPyM,Provincial,2008.0,2017
595,34049020,34,34049,,Espacios de Exhibición Patrimonial,Museos,Formosa,Laguna Blanca,Museo Regional Del Noreste Formoseño,Ruta 86,,3613,,,direccionde patrimonio@formosa.gov.ar,,-25.132826,-58.245879,Localización precisa,,DNPyM,Provincial,,2017
596,34056040,34,34056,,Espacios de Exhibición Patrimonial,Museos,Formosa,Pirané,Museo Del Pueblo,"Centro Municipal de Cultura y Deportes, Roque Sáenz Peña y San Lorenzo",,3606,3717.0,461 007,,,-25.733203,-59.10754,Localización precisa,,DNPyM,Municipal,1987.0,2017
597,34021060,34,34021,,Espacios de Exhibición Patrimonial,Museos,Formosa,Villa Escolar,Museo De Ciencias Naturales,,,3525,,,,,-26.622292,-58.670418,Localización precisa,,DNPyM,,,2017
598,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Alto La Viña,Centro Cultural Y Museo Jorge Pasquini López,Víctor Hugo 45,,Y4600XAU,388.0,15 4047 509,,,-24.1826,-65.273,Localización precisa,,DNPyM,Privada,2000.0,2017
599,38035040,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Calilegua,Museo Regional De Artes Plásticas Casique Calilegua,"Av. Sarmiento, Esq. San Martín",,Y4514BOR,3886.0,430 913,,,-23.774477,-64.76545,Localización precisa,,DNPyM,Municipal,2007.0,2017
600,38014040,38,38014,,Espacios de Exhibición Patrimonial,Museos,Jujuy,El Carmen,Museo Del Automóvil Antiguo,Moreno 52 Esq. Perón,,Y4603CHB,,,,,-24.384874,-65.267697,Localización precisa,,DNPyM,,,2017
601,38094040,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Hornillos,Complejo Cultural Posta De Hornillos,Ruta Nac. N° 9 Km. 73,,Y4622XAK,,,,,-22.080915,-65.997005,Localización precisa,,DNPyM,Provincial,1983.0,2017
602,38094020,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huacalera,Museo Arqueológico E Histórico De Huacalera,"Calle Lavalle, Esq. Av. 20 de Junio",,Y4626XAI,388.0,495 5204,,,-23.433613,-65.353734,Localización precisa,,DNPyM,Municipal,,2017
603,38094040,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huichaira,Museo En Los Cerros,Quebrada de Huichaira S/N,,Y4624XAH,11.0,59142134,,,-23.610592,-65.408916,Localización precisa,,DNPyM,,,2017
604,38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Dr. Justiniano Torres Aparicio,Córdoba 115,,Y4630BNC,388.0,422 8993,,,-23.204655,-65.349799,Localización precisa,,DNPyM,Privada,,2017
605,38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Del Patrimonio Intangible,Buenos Aires 433,,Y4630BCI,388.0,15 4173 549,,,-23.206936,-65.348366,Localización precisa,,DNPyM,Privada,,2017
606,38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Municipal,Santa Fe S/N Barrio Centro,,Y4630BCP,3887.0,421 375,,,-23.205505,-65.352316,Localización precisa,,DNPyM,Municipal,,2017
607,38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Francisco Ramoneda,Salta 214,,Y4630DNF,3887.0,421 066,,,-23.202589,-65.346917,Localización precisa,,DNPyM,Privada,1940.0,2017
608,38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo  De Esculturas Nicasio Fernández Mar,Buenos Aires S/N,,Y4630BCP,3887.0,421 375,,,-23.864688,-65.472178,Localización precisa,,DNPyM,Municipal,1988.0,2017
609,38112050,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Comunitario Puna,Árabe Siria y 25 de Mayo,,Y4650CMB,3885.0,423 039,,,-22.103537,-65.597741,Localización precisa,,DNPyM,Municipal,,2017
610,38112050,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Arqueológico Y Etnográfico Musoj Ñan,Sarmiento 60,,Y4650CYN,388.0,423 423,,,-22.108933,-65.595921,Localización precisa,,DNPyM,Privada,,2017
611,38035080,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador General San Martin,Museo David Rhys,25 de Mayo 99,,E3103XAF,343.0,491 8000 INT 1460 / 1462,geociencia@uapar.edu,,-32.075717,-60.463175,Localización precisa,,DNPyM,Privada,1909.0,2017
612,38035080,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador Gral. San Martín,Centro De Visitantes Ledesma,"Reconquista 442, Barrio Ledesma",,Y4512GCB,3886.0,429 439,,,-23.831745,-64.789536,Localización precisa,,DNPyM,Privada,2008.0,2017
613,38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,"Museo Histórico, Arqueológico Y De Arte Pablo Baldwin",Miguel F. Aráoz Esq. 9 de Julio,,Y4500EZJ,,,,,-24.235257,-64.865667,Localización precisa,,DNPyM,,,2017
614,38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Histórico Regional Fray José María Bottaro,9 de Julio 134,,B2930HZD,3329.0,427 677,musehistoricosanpedro@yahoo.com.ar,,-33.675601,-59.6616,Localización precisa,,DNPyM,Privada,1982.0,2017
615,38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Cacique Bonifacio Maidana,Av. 25 de Mayo y San Martín,,3352,3751.0,470 222,,,-26.622337,-54.114682,Localización precisa,,DNPyM,Municipal,1987.0,2017
616,38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Casa Museo Fernando García Curten,Mitre 1574,,B2930ABP,3329.0,427 352,,,-33.683421,-59.669756,Localización precisa,,DNPyM,Mixta,1993.0,2017
617,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Casa Macedonio Graz,Lamadrid Esq. Güemes,,Y4600EDA,388.0,431 0405,,,-24.183101,-65.307042,Localización precisa,,DNPyM,,,2017
618,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Bellas Artes Jorge Mendoza,Av. Urquiza 410,,Y4600AQD,388.0,422 0149,,,-24.183245,-65.298692,Localización precisa,,DNPyM,Municipal,,2017
619,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo En Maquetas Tupac Amaru,Alvear 1152,,Y4600AJP,,,,,-24.184413,-65.309044,Localización precisa,,DNPyM,,,2017
620,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Ciencias Naturales Carlos Darwin - Colegio Nacional Nº1 Teodoro Sánchez De Bustamante,Gorriti 353,,Y4600DXG,388.0,423 3599,,,-24.184473,-65.298938,Localización precisa,,DNPyM,Provincial,,2017
621,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Catedral,Sarmiento Esq. Belgrano,,Y4600DYF,388.0,422 6569,,,-24.185225,-65.300154,Localización precisa,,DNPyM,Privada,,2017
622,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Culturarte,San Martín Esq. Sarmiento,,Y4600ADJ,388.0,424 9539,,,-24.186419,-65.300074,Localización precisa,,DNPyM,,,2017
623,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Policial,Belgrano 493,,Y4600ABG,388.0,423 7764,,,-24.1852,-65.3001,Localización precisa,,DNPyM,Provincial,1994.0,2017
624,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Arte Sacro San Francisco,Belgrano 677,,Y4600ABK,388.0,423 3434,,,-24.185158,-65.302111,Localización precisa,,DNPyM,Privada,2000.0,2017
625,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Provincial,Lavalle 256,,Y4600EAF,388.0,422 1355,,,-24.1859,-65.3028,Localización precisa,,DNPyM,Provincial,1943.0,2017
626,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Arqueológico Provincial,Lavalle 434,,Y4600EAJ,388.0,431 0693,,,-24.1837,-65.303,Localización precisa,,DNPyM,Provincial,1994.0,2017
627,38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,"Museo De Geología, Mineralogía Y Paleontología",Av. Bolivia 1661,,Y4600GNE,388.0,422 1593 INT 218,,,-24.179,-65.3431,Localización precisa,,DNPyM,Nacional,2000.0,2017
628,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Ojito De Agua,Jujuy 558,,Y4624APL,388.0,15 5812 490,,,-23.577896,-65.394028,Localización precisa,,DNPyM,,,2017
629,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Ermitas Tilcareñas,Rivadavia S/N,,Y4624AYL,388.0,423 4386,,,-23.580989,-65.397861,Localización precisa,,DNPyM,,,2017
630,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Pucará,"Pucara S/N (A 1 Km de Tilcara, en la Margen Izquierda del Río Grande)",,Y4624BIA,388.0,495 5006,,,-23.580989,-65.397861,Localización precisa,,DNPyM,Nacional,,2017
631,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Medardo Pantoja,Alberro 560,,Y4624ADL,,,,,-23.580989,-65.397861,Localización precisa,,DNPyM,Privada,1977.0,2017
632,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Bellas Artesfundación Hugo Irureta,Belgrano y Bolívar,,Y4624AFH,388.0,495 5124,,,-23.576956,-65.394673,Localización precisa,,DNPyM,Privada,,2017
633,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Regional De Pintura José Antonio Terry,Rivadavia 352,,Y4624AYH,388.0,495 5005,,,-23.576974,-65.393049,Localización precisa,,DNPyM,Nacional,1966.0,2017
634,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Arqueológico Dr. Eduardo Casanova,Belgrano 445,,Y4624AFI,388.0,495 5006,,,-23.576811,-65.395368,Localización precisa,,DNPyM,Nacional,1968.0,2017
635,38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Escultura Ernesto Soto Avendaño,Belgrano 577,,Y4624AFK,388.0,495 5354,,,-23.577215,-65.393509,Localización precisa,,DNPyM,Provincial,1974.0,2017
636,38098040,38,38098,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tumbaya,Museo Cecilio Bustamante,"Coronel Quintana, Esq. Buenos Aires S/N",,4618,388.0,499 6015,,,-23.864688,-65.472178,Localización precisa,,DNPyM,Privada,2005.0,2017
637,38028060,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Familiar Dora Arancibia,Mariano Arancibia S/N,,Y4626XAD,,,,,-23.31883,-65.348666,Localización precisa,,DNPyM,,,2017
638,38028060,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Takashi Takahashi,Cátulo Aparicio S/N,,Y4626XAD,388.0,423 0901,,,-23.31883,-65.348666,Localización precisa,,DNPyM,,,2017
639,38112080,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi,Casa Hacienda Del Marquesado De Tojo,Av. Marqués Campero S/N,,4651,3887.0,491 138,,,-22.136021,-65.465489,Localización precisa,,DNPyM,Municipal,,2017
640,38112090,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi Chico,Museo Mama Antonia - Tata Portal,Comunidad Aborigen Yavi Chico,,Y4651XAG,,,,,-22.095868,-65.467108,Localización precisa,,DNPyM,,2008.0,2017
641,38007020,38,38007,,Espacios de Exhibición Patrimonial,,Jujuy,Abra Pampa,Arqueológico Leopoldo Aban,Sarmiento 450,,,,,,,-22.722268,-65.693483,Localización precisa,,Gobierno de la Provincia de Jujuy,Municipal,,2017
642,38094050,38,38094,,Espacios de Exhibición Patrimonial,,Jujuy,Tilcara,De Esculturas Alfredo Yacuzzi,Ambrosetti Entre Debenedetti y Castañeda,,,,,,,-23.580989,-65.397861,Localización precisa,,Gobierno de la Provincia de Jujuy,Privado,,2017
643,38112080,38,38112,,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,De Antigales,,,,3887.0,491138,,,-22.136021,-65.465489,Localización precisa,,Gobierno de la Provincia de Jujuy,,,2017
644,38112080,38,38112,,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,Casa De Hacienda De Yavi Del Marquesado De Toso,,,,,,,,-22.136021,-65.465489,Localización precisa,,Gobierno de la Provincia de Jujuy,Provincial y Municipal,,2017
645,42070010,42,42070,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alpachiri,Museo Histórico Municipal De Alpachiri,Ceballos s/n - Estación de Ferrocarril-,,L6309AEA,2953.0,497 102,,,-37.378175,-63.773905,Localización precisa,,DNPyM,Municipal,,2017
646,42133020,42,42133,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alta Italia,Museo Histórico Municipal,Aristóbulo del Valle 351,,L6207AEG,2302.0,491 168,,,-35.333615,-64.119272,Localización precisa,,DNPyM,Municipal,2005.0,2017
647,42147010,42,42147,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Arata,Museo Histórico De Arata,Libertad 250,,L6385AGF,2335.0,498 052,museoarata@hotmail.com,,-35.637447,-64.355767,Localización precisa,,DNPyM,Municipal,2005.0,2017
648,42077020,42,42077,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Bernasconi,Museo Lucio V. Mansilla,Av. San Martín S/N,,L8204AFB,2925.0,499 222,,,-37.904348,-63.745111,Localización precisa,,DNPyM,Privada,1968.0,2017
649,42098010,42,42098,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Histórico Familiar Orgales,Sobre Ruta Nº 105,,6319,2338.0,496 012,,,-36.477883,-65.342926,Localización precisa,,DNPyM,Privada,,2017
650,42098010,42,42098,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Atelier Antonio Ortiz Echagüe,"Establecimiento ""La Holanda""",,6319,2338.0,496 038,,,-36.477883,-65.342926,Localización precisa,,DNPyM,Mixto Provincial y Privado,1905.0,2017
651,42056020,42,42056,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Ceballos,Museo De La Biblioteca Popular Francisco Ceballos,Ruta Provincial N° 13 Km 80,,6221,2954.0,473 237,,,-35.272157,-63.770872,Localización precisa,,DNPyM,Privada,2012.0,2017
652,42112020,42,42112,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia 25 de Mayo,Museo Geominero Don José Cholino,Ruta Provincial Nº 4 Parque Industrial,,8201,299.0,494 8177,,,-37.769862,-67.711631,Localización precisa,,DNPyM,Privada,,2017
653,42119010,42,42119,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Barón,Museo Colonia Barón,San Martín 345,,L6315AFC,2333.0,476 201,,,-36.151608,-63.859309,Localización precisa,,DNPyM,Municipal,1999.0,2017
654,42154030,42,42154,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Santa María,La Casa Museo De Los Abuelos Guinder,San Martín S/N,,8214,2952.0,493 024,,,-37.497534,-64.224905,Localización precisa,,DNPyM,Privada,,2017
655,42035010,42,42035,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Conhelo,Museo Agrario José A. Gaillaurdou,Estación del ferrocarril,,L6381XAI,2334.0,482 001,,,-36.001818,-64.595944,Localización precisa,,DNPyM,Municipal,,2017
656,42056030,42,42056,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Coronel Hilario Lagos,Museo Perito Francisco P. Moreno,San Martín n° 77,,L6228AKC,2331.0,495 049,,,-35.023499,-63.91073,Localización precisa,,DNPyM,Privada,,2017
657,42105020,42,42105,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Dorila,Museo Histórico Dorila,Calle 10 esquina 3,,L6365XAJ,2302.0,480 101,,,-35.778659,-63.716875,Localización precisa,,DNPyM,Mixta,2011.0,2017
658,42035020,42,42035,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Eduardo Castex,Museo Histórico Municipal Juan Ricardo Nervi,Rivadavia S/N,,6380,,,,,-35.918922,-64.294612,Localización precisa,,DNPyM,Municipal,2002.0,2017
659,42133040,42,42133,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Embajador Martini,Museo Municipal Néstor Tellería,Estación del ferrocarril,,,2335.0,495 287,,,-35.387425,-64.282639,Localización precisa,,DNPyM,Municipal,,2017
660,42133050,42,42133,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Falucho,Museo Del Centenario,Acceso Ricardo Lavalle 298,,6215,2331.0,499 337,,,-35.191432,-64.103902,Localización precisa,,DNPyM,Municipal,2008.0,2017
661,42105030,42,42105,,Espacios de Exhibición Patrimonial,Museos,La Pampa,General Pico,Museo Regional Maracó,Calle 17 N° 560,,L6360BAL,2302.0,421 043,,,-35.663726,-63.756706,Localización precisa,,DNPyM,Municipal,1971.0,2017
